pokerHand,strength
5H6C,2.2485207100591715
5S6S,2.2485207100591715
5H6H,2.2485207100591715
5C6S,2.2485207100591715
5D6S,2.2485207100591715
5D6H,2.2485207100591715
5D6D,2.2485207100591715
5C6D,2.2485207100591715
5S6C,2.2485207100591715
5C6H,2.2485207100591715
5H6S,2.2485207100591715
2C5S,2.307692307692308
2S5D,2.307692307692308
2C5C,2.307692307692308
2D5H,2.307692307692308
2H5D,2.307692307692308
2D5S,2.307692307692308
2S5C,2.307692307692308
2S5H,2.307692307692308
2C5H,2.307692307692308
2H5S,2.307692307692308
2H5H,2.307692307692308
2H5C,2.307692307692308
2C5D,2.307692307692308
2D5C,2.307692307692308
2D5D,2.307692307692308
2S5S,2.307692307692308
3H7H,2.485207100591716
3H7C,2.485207100591716
3S7H,2.485207100591716
3D7D,2.485207100591716
3D7C,2.485207100591716
3S7D,2.485207100591716
3D7S,2.485207100591716
3C7H,2.485207100591716
3S7C,2.485207100591716
3H7S,2.485207100591716
3D7H,2.485207100591716
3C7C,2.485207100591716
3C7S,2.485207100591716
3S7S,2.485207100591716
3C7D,2.485207100591716
3H7D,2.485207100591716
2D9S,2.603550295857988
2C9C,2.603550295857988
2C9D,2.603550295857988
2S9H,2.603550295857988
2C9S,2.603550295857988
2H9S,2.603550295857988
2C9H,2.603550295857988
2H9H,2.603550295857988
2H9D,2.603550295857988
2D9H,2.603550295857988
2H9C,2.603550295857988
2D9D,2.603550295857988
2S9S,2.603550295857988
2S9C,2.603550295857988
2D9C,2.603550295857988
2S9D,2.603550295857988
3C9S,2.781065088757396
3S9D,2.781065088757396
3C9C,2.781065088757396
3H9S,2.781065088757396
3D9D,2.781065088757396
3S9H,2.781065088757396
3D9H,2.781065088757396
3D9C,2.781065088757396
3D9S,2.781065088757396
3S9C,2.781065088757396
3H9H,2.781065088757396
3C9H,2.781065088757396
3H9D,2.781065088757396
3H9C,2.781065088757396
3S9S,2.781065088757396
3C9D,2.781065088757396
2CTS,2.840236686390533
2STS,2.840236686390533
2HTH,2.840236686390533
2STD,2.840236686390533
2CTD,2.840236686390533
2STH,2.840236686390533
2STC,2.840236686390533
2HTD,2.840236686390533
2DTS,2.840236686390533
2HTC,2.840236686390533
2DTD,2.840236686390533
2DTC,2.840236686390533
2CTC,2.840236686390533
2DTH,2.840236686390533
2CTH,2.840236686390533
2HTS,2.840236686390533
3D6C,3.0177514792899407
3C6S,3.0177514792899407
3S6C,3.0177514792899407
3H6C,3.0177514792899407
3H6H,3.0177514792899407
3C6C,3.0177514792899407
3D6S,3.0177514792899407
3H6D,3.0177514792899407
3H6S,3.0177514792899407
3S6S,3.0177514792899407
3S6D,3.0177514792899407
3C6H,3.0177514792899407
3C6D,3.0177514792899407
3D6D,3.0177514792899407
3D6H,3.0177514792899407
3S6H,3.0177514792899407
3C4S,3.076923076923077
3S4H,3.076923076923077
3D4S,3.076923076923077
3H4H,3.076923076923077
3C4H,3.076923076923077
3S4C,3.076923076923077
3H4C,3.076923076923077
3H4D,3.076923076923077
3D4C,3.076923076923077
3H4S,3.076923076923077
3C4C,3.076923076923077
3S4S,3.076923076923077
3D4H,3.076923076923077
3D4D,3.076923076923077
3S4D,3.076923076923077
3C4D,3.076923076923077
4S8H,3.136094674556213
4S8S,3.136094674556213
4C8H,3.136094674556213
4H8H,3.136094674556213
4S8D,3.136094674556213
4S8C,3.136094674556213
4H8D,3.136094674556213
4C8C,3.136094674556213
4D8H,3.136094674556213
4D8S,3.136094674556213
4H8C,3.136094674556213
4C8S,3.136094674556213
4H8S,3.136094674556213
4D8C,3.136094674556213
4D8D,3.136094674556213
4C8D,3.136094674556213
4S9H,3.2544378698224854
4C9D,3.2544378698224854
4H9S,3.2544378698224854
4H9H,3.2544378698224854
4C9C,3.2544378698224854
4C9H,3.2544378698224854
4D9S,3.2544378698224854
4S9S,3.2544378698224854
4H9C,3.2544378698224854
4D9C,3.2544378698224854
4S9C,3.2544378698224854
4H9D,3.2544378698224854
4C9S,3.2544378698224854
4D9H,3.2544378698224854
4D9D,3.2544378698224854
4S9D,3.2544378698224854
3DTC,3.3727810650887573
3HTS,3.3727810650887573
3HTH,3.3727810650887573
3CTS,3.3727810650887573
3HTC,3.3727810650887573
3STC,3.3727810650887573
3DTS,3.3727810650887573
3STH,3.3727810650887573
3DTD,3.3727810650887573
3DTH,3.3727810650887573
3CTD,3.3727810650887573
3CTC,3.3727810650887573
3STD,3.3727810650887573
3HTD,3.3727810650887573
3STS,3.3727810650887573
3CTH,3.3727810650887573
3C5C,3.4911242603550297
3D5H,3.4911242603550297
3D5S,3.4911242603550297
3H5H,3.4911242603550297
3D5D,3.4911242603550297
3H5S,3.4911242603550297
3S5H,3.4911242603550297
3S5S,3.4911242603550297
3S5C,3.4911242603550297
3C5H,3.4911242603550297
3C5S,3.4911242603550297
3D5C,3.4911242603550297
3H5D,3.4911242603550297
3H5C,3.4911242603550297
3C5D,3.4911242603550297
3S5D,3.4911242603550297
4S7H,3.668639053254438
4C7S,3.668639053254438
4D7C,3.668639053254438
4C7H,3.668639053254438
4D7D,3.668639053254438
4H7C,3.668639053254438
4D7H,3.668639053254438
4C7D,3.668639053254438
4H7D,3.668639053254438
4D7S,3.668639053254438
4C7C,3.668639053254438
4S7D,3.668639053254438
4S7C,3.668639053254438
4H7H,3.668639053254438
4H7S,3.668639053254438
4S7S,3.668639053254438
2DJS,3.727810650887574
2HJH,3.727810650887574
2HJC,3.727810650887574
2CJS,3.727810650887574
2HJS,3.727810650887574
2DJC,3.727810650887574
2SJC,3.727810650887574
2SJH,3.727810650887574
2HJD,3.727810650887574
2DJH,3.727810650887574
2CJH,3.727810650887574
2CJD,3.727810650887574
2CJC,3.727810650887574
2SJS,3.727810650887574
2SJD,3.727810650887574
2DJD,3.727810650887574
5STC,3.9644970414201186
5DTS,3.9644970414201186
5CTS,3.9644970414201186
5CTD,3.9644970414201186
5STD,3.9644970414201186
5HTC,3.9644970414201186
5DTH,3.9644970414201186
5DTC,3.9644970414201186
5STS,3.9644970414201186
5CTH,3.9644970414201186
5CTC,3.9644970414201186
5HTH,3.9644970414201186
5DTD,3.9644970414201186
5HTD,3.9644970414201186
5STH,3.9644970414201186
5HTS,3.9644970414201186
4CTH,4.023668639053255
4CTD,4.023668639053255
4STD,4.023668639053255
4DTS,4.023668639053255
4DTD,4.023668639053255
4STH,4.023668639053255
4STC,4.023668639053255
4CTC,4.023668639053255
4DTC,4.023668639053255
4HTD,4.023668639053255
4CTS,4.023668639053255
4HTC,4.023668639053255
4HTS,4.023668639053255
4STS,4.023668639053255
4HTH,4.023668639053255
4DTH,4.023668639053255
4S6H,4.0828402366863905
4D6C,4.0828402366863905
4C6C,4.0828402366863905
4C6H,4.0828402366863905
4S6D,4.0828402366863905
4S6S,4.0828402366863905
4C6D,4.0828402366863905
4S6C,4.0828402366863905
4H6H,4.0828402366863905
4D6D,4.0828402366863905
4C6S,4.0828402366863905
4H6C,4.0828402366863905
4D6H,4.0828402366863905
4D6S,4.0828402366863905
4H6S,4.0828402366863905
4H6D,4.0828402366863905
3DJC,4.1420118343195265
3SJS,4.1420118343195265
3HJH,4.1420118343195265
3HJD,4.1420118343195265
3SJH,4.1420118343195265
3CJS,4.1420118343195265
3SJD,4.1420118343195265
3HJC,4.1420118343195265
3HJS,4.1420118343195265
3DJD,4.1420118343195265
3CJH,4.1420118343195265
3CJD,4.1420118343195265
3CJC,4.1420118343195265
3DJH,4.1420118343195265
3SJC,4.1420118343195265
3DJS,4.1420118343195265
5D8D,4.319526627218934
5C8D,4.319526627218934
5C8C,4.319526627218934
5H8D,4.319526627218934
5C8S,4.319526627218934
5H8H,4.319526627218934
5D8C,4.319526627218934
5S8D,4.319526627218934
5S8C,4.319526627218934
5H8S,4.319526627218934
5H8C,4.319526627218934
5D8H,4.319526627218934
5S8S,4.319526627218934
5S8H,4.319526627218934
5C8H,4.319526627218934
5D8S,4.319526627218934
4SJS,4.497041420118343
4DJD,4.497041420118343
4HJC,4.497041420118343
4HJS,4.497041420118343
4DJH,4.497041420118343
4SJH,4.497041420118343
4CJS,4.497041420118343
4CJD,4.497041420118343
4CJC,4.497041420118343
4SJD,4.497041420118343
4DJC,4.497041420118343
4CJH,4.497041420118343
4DJS,4.497041420118343
4SJC,4.497041420118343
4HJD,4.497041420118343
4HJH,4.497041420118343
4D5C,4.615384615384616
4H5C,4.615384615384616
4C5H,4.615384615384616
4D5D,4.615384615384616
4S5H,4.615384615384616
4D5S,4.615384615384616
4S5D,4.615384615384616
4C5S,4.615384615384616
4C5D,4.615384615384616
4D5H,4.615384615384616
4S5C,4.615384615384616
4H5D,4.615384615384616
4H5S,4.615384615384616
4C5C,4.615384615384616
4H5H,4.615384615384616
4S5S,4.615384615384616
5H7H,4.733727810650887
5C7H,4.733727810650887
5C7C,4.733727810650887
5S7H,4.733727810650887
5H7S,4.733727810650887
5D7D,4.733727810650887
5C7S,4.733727810650887
5S7S,4.733727810650887
5S7D,4.733727810650887
5D7H,4.733727810650887
5H7D,4.733727810650887
5H7C,4.733727810650887
5D7C,4.733727810650887
5S7C,4.733727810650887
5D7S,4.733727810650887
5C7D,4.733727810650887
5H9S,4.85207100591716
5D9H,4.85207100591716
5D9D,4.85207100591716
5C9D,4.85207100591716
5S9S,4.85207100591716
5H9H,4.85207100591716
5H9D,4.85207100591716
5H9C,4.85207100591716
5D9C,4.85207100591716
5S9D,4.85207100591716
5S9H,4.85207100591716
5D9S,4.85207100591716
5S9C,4.85207100591716
5C9C,4.85207100591716
5C9H,4.85207100591716
5C9S,4.85207100591716
6HTC,2.1301775147928996
6HTD,2.1301775147928996
6CTD,2.1301775147928996
6DTC,2.1301775147928996
6CTH,2.1301775147928996
6DTH,2.1301775147928996
6STH,2.1301775147928996
6HTS,2.1301775147928996
6STD,2.1301775147928996
6STS,2.1301775147928996
6DTD,2.1301775147928996
6CTC,2.1301775147928996
6STC,2.1301775147928996
6DTS,2.1301775147928996
6HTH,2.1301775147928996
6CTS,2.1301775147928996
2DQS,1.893491124260355
2CQD,1.893491124260355
2HQH,1.893491124260355
2DQD,1.893491124260355
2HQS,1.893491124260355
2SQS,1.893491124260355
2CQS,1.893491124260355
2SQC,1.893491124260355
2SQH,1.893491124260355
2HQD,1.893491124260355
2DQH,1.893491124260355
2CQC,1.893491124260355
2HQC,1.893491124260355
2CQH,1.893491124260355
2SQD,1.893491124260355
2DQC,1.893491124260355
3DQH,2.3668639053254434
3SQD,2.3668639053254434
3CQD,2.3668639053254434
3SQC,2.3668639053254434
3DQC,2.3668639053254434
3HQS,2.3668639053254434
3HQD,2.3668639053254434
3SQH,2.3668639053254434
3CQH,2.3668639053254434
3CQS,2.3668639053254434
3DQS,2.3668639053254434
3HQC,2.3668639053254434
3HQH,2.3668639053254434
3CQC,2.3668639053254434
3SQS,2.3668639053254434
3DQD,2.3668639053254434
5SJS,2.1893491124260356
5DJH,2.1893491124260356
5CJS,2.1893491124260356
5HJS,2.1893491124260356
5SJH,2.1893491124260356
5DJS,2.1893491124260356
5SJC,2.1893491124260356
5HJH,2.1893491124260356
5CJD,2.1893491124260356
5HJC,2.1893491124260356
5DJD,2.1893491124260356
5DJC,2.1893491124260356
5CJC,2.1893491124260356
5CJH,2.1893491124260356
5SJD,2.1893491124260356
5HJD,2.1893491124260356
6SJH,2.42603550295858
6DJS,2.42603550295858
6HJH,2.42603550295858
6DJD,2.42603550295858
6CJS,2.42603550295858
6CJH,2.42603550295858
6DJH,2.42603550295858
6DJC,2.42603550295858
6SJD,2.42603550295858
6HJC,2.42603550295858
6CJC,2.42603550295858
6SJS,2.42603550295858
6HJD,2.42603550295858
6SJC,2.42603550295858
6CJD,2.42603550295858
6HJS,2.42603550295858
6D9H,5.266272189349113
6D9S,5.266272189349113
6S9S,5.266272189349113
6D9D,5.266272189349113
6H9H,5.266272189349113
6H9D,5.266272189349113
6D9C,5.266272189349113
6S9C,5.266272189349113
6S9D,5.266272189349113
6C9H,5.266272189349113
6S9H,5.266272189349113
6C9C,5.266272189349113
6H9S,5.266272189349113
6C9S,5.266272189349113
6H9C,5.266272189349113
6C9D,5.266272189349113
6H8C,5.325443786982249
6C8C,5.325443786982249
6H8S,5.325443786982249
6D8C,5.325443786982249
6S8D,5.325443786982249
6S8C,5.325443786982249
6S8H,5.325443786982249
6H8H,5.325443786982249
6D8D,5.325443786982249
6H8D,5.325443786982249
6C8S,5.325443786982249
6D8H,5.325443786982249
6D8S,5.325443786982249
6C8D,5.325443786982249
6S8S,5.325443786982249
6C8H,5.325443786982249
6S7S,5.443786982248521
6S7D,5.443786982248521
6C7D,5.443786982248521
6H7C,5.443786982248521
6C7H,5.443786982248521
6H7H,5.443786982248521
6D7H,5.443786982248521
6H7S,5.443786982248521
6D7C,5.443786982248521
6D7S,5.443786982248521
6S7C,5.443786982248521
6D7D,5.443786982248521
6H7D,5.443786982248521
6C7S,5.443786982248521
6C7C,5.443786982248521
6S7H,5.443786982248521
4CQC,2.6627218934911245
4DQC,2.6627218934911245
4HQC,2.6627218934911245
4DQD,2.6627218934911245
4CQH,2.6627218934911245
4SQD,2.6627218934911245
4SQH,2.6627218934911245
4CQS,2.6627218934911245
4HQS,2.6627218934911245
4HQD,2.6627218934911245
4SQS,2.6627218934911245
4DQH,2.6627218934911245
4HQH,2.6627218934911245
4DQS,2.6627218934911245
4CQD,2.6627218934911245
4SQC,2.6627218934911245
2H2D,5.680473372781066
2H2C,5.680473372781066
2C2S,5.680473372781066
2H2S,5.680473372781066
2D2S,5.680473372781066
2D2C,5.680473372781066
5SQS,5.9171597633136095
5CQH,5.9171597633136095
5HQH,5.9171597633136095
5CQD,5.9171597633136095
5CQC,5.9171597633136095
5DQH,5.9171597633136095
5HQS,5.9171597633136095
5HQD,5.9171597633136095
5DQD,5.9171597633136095
5DQC,5.9171597633136095
5DQS,5.9171597633136095
5SQH,5.9171597633136095
5SQD,5.9171597633136095
5SQC,5.9171597633136095
5HQC,5.9171597633136095
5CQS,5.9171597633136095
7D9H,3.609467455621302
7C9S,3.609467455621302
7D9D,3.609467455621302
7S9C,3.609467455621302
7D9C,3.609467455621302
7H9S,3.609467455621302
7H9H,3.609467455621302
7C9H,3.609467455621302
7H9D,3.609467455621302
7C9D,3.609467455621302
7S9H,3.609467455621302
7C9C,3.609467455621302
7S9S,3.609467455621302
7D9S,3.609467455621302
7H9C,3.609467455621302
7S9D,3.609467455621302
7SJD,6.094674556213018
7DJH,6.094674556213018
7DJD,6.094674556213018
7SJS,6.094674556213018
7DJC,6.094674556213018
7CJC,6.094674556213018
7HJD,6.094674556213018
7CJH,6.094674556213018
7HJH,6.094674556213018
7HJC,6.094674556213018
7DJS,6.094674556213018
7SJH,6.094674556213018
7HJS,6.094674556213018
7CJD,6.094674556213018
7SJC,6.094674556213018
7CJS,6.094674556213018
2DKS,6.153846153846154
2DKC,6.153846153846154
2HKC,6.153846153846154
2HKS,6.153846153846154
2DKH,6.153846153846154
2CKD,6.153846153846154
2SKD,6.153846153846154
2CKS,6.153846153846154
2HKD,6.153846153846154
2SKH,6.153846153846154
2SKS,6.153846153846154
2CKH,6.153846153846154
2CKC,6.153846153846154
2HKH,6.153846153846154
2DKD,6.153846153846154
2SKC,6.153846153846154
6HQD,6.213017751479289
6CQS,6.213017751479289
6CQH,6.213017751479289
6DQC,6.213017751479289
6CQC,6.213017751479289
6CQD,6.213017751479289
6DQH,6.213017751479289
6DQD,6.213017751479289
6SQD,6.213017751479289
6HQH,6.213017751479289
6SQH,6.213017751479289
6HQS,6.213017751479289
6SQC,6.213017751479289
6HQC,6.213017751479289
6SQS,6.213017751479289
6DQS,6.213017751479289
7STC,6.272189349112426
7HTD,6.272189349112426
7DTC,6.272189349112426
7STD,6.272189349112426
7DTD,6.272189349112426
7DTH,6.272189349112426
7HTS,6.272189349112426
7CTH,6.272189349112426
7DTS,6.272189349112426
7HTH,6.272189349112426
7HTC,6.272189349112426
7CTD,6.272189349112426
7CTS,6.272189349112426
7STS,6.272189349112426
7STH,6.272189349112426
7CTC,6.272189349112426
7DQH,6.331360946745562
7SQC,6.331360946745562
7DQS,6.331360946745562
7CQH,6.331360946745562
7CQS,6.331360946745562
7HQS,6.331360946745562
7SQS,6.331360946745562
7SQD,6.331360946745562
7SQH,6.331360946745562
7DQD,6.331360946745562
7DQC,6.331360946745562
7HQH,6.331360946745562
7CQD,6.331360946745562
7HQD,6.331360946745562
7CQC,6.331360946745562
7HQC,6.331360946745562
7S8S,3.905325443786982
7C8C,3.905325443786982
7D8D,3.905325443786982
7H8D,3.905325443786982
7S8D,3.905325443786982
7H8C,3.905325443786982
7S8C,3.905325443786982
7C8H,3.905325443786982
7D8C,3.905325443786982
7H8S,3.905325443786982
7C8D,3.905325443786982
7D8S,3.905325443786982
7H8H,3.905325443786982
7D8H,3.905325443786982
7C8S,3.905325443786982
7S8H,3.905325443786982
3HKC,6.568047337278107
3SKC,6.568047337278107
3DKH,6.568047337278107
3DKD,6.568047337278107
3SKH,6.568047337278107
3CKS,6.568047337278107
3CKC,6.568047337278107
3HKH,6.568047337278107
3HKS,6.568047337278107
3SKS,6.568047337278107
3DKC,6.568047337278107
3CKD,6.568047337278107
3HKD,6.568047337278107
3DKS,6.568047337278107
3SKD,6.568047337278107
3CKH,6.568047337278107
3H3C,6.627218934911243
3H3S,6.627218934911243
3C3S,6.627218934911243
3H3D,6.627218934911243
3D3C,6.627218934911243
3D3S,6.627218934911243
4HKD,6.8047337278106514
4SKC,6.8047337278106514
4HKH,6.8047337278106514
4CKS,6.8047337278106514
4DKS,6.8047337278106514
4DKC,6.8047337278106514
4CKD,6.8047337278106514
4HKS,6.8047337278106514
4CKC,6.8047337278106514
4SKS,6.8047337278106514
4SKD,6.8047337278106514
4DKD,6.8047337278106514
4HKC,6.8047337278106514
4DKH,6.8047337278106514
4SKH,6.8047337278106514
4CKH,6.8047337278106514
5SKS,6.923076923076923
5SKD,6.923076923076923
5CKH,6.923076923076923
5SKH,6.923076923076923
5HKS,6.923076923076923
5CKD,6.923076923076923
5CKC,6.923076923076923
5DKD,6.923076923076923
5DKH,6.923076923076923
5HKH,6.923076923076923
5HKC,6.923076923076923
5DKS,6.923076923076923
5DKC,6.923076923076923
5HKD,6.923076923076923
5CKS,6.923076923076923
5SKC,6.923076923076923
8STH,6.982248520710059
8CTS,6.982248520710059
8DTH,6.982248520710059
8HTD,6.982248520710059
8CTH,6.982248520710059
8STD,6.982248520710059
8DTC,6.982248520710059
8CTD,6.982248520710059
8DTD,6.982248520710059
8HTH,6.982248520710059
8CTC,6.982248520710059
8DTS,6.982248520710059
8HTS,6.982248520710059
8STS,6.982248520710059
8HTC,6.982248520710059
8STC,6.982248520710059
8H9D,7.041420118343195
8H9C,7.041420118343195
8D9H,7.041420118343195
8D9S,7.041420118343195
8H9H,7.041420118343195
8S9S,7.041420118343195
8C9S,7.041420118343195
8S9C,7.041420118343195
8H9S,7.041420118343195
8S9H,7.041420118343195
8D9D,7.041420118343195
8D9C,7.041420118343195
8C9H,7.041420118343195
8C9D,7.041420118343195
8C9C,7.041420118343195
8S9D,7.041420118343195
6CKS,7.100591715976331
6HKD,7.100591715976331
6HKH,7.100591715976331
6SKS,7.100591715976331
6HKS,7.100591715976331
6SKC,7.100591715976331
6DKD,7.100591715976331
6SKH,7.100591715976331
6CKC,7.100591715976331
6DKH,7.100591715976331
6SKD,7.100591715976331
6CKD,7.100591715976331
6HKC,7.100591715976331
6CKH,7.100591715976331
6DKC,7.100591715976331
6DKS,7.100591715976331
8SJC,7.159763313609467
8DJD,7.159763313609467
8CJD,7.159763313609467
8CJS,7.159763313609467
8HJD,7.159763313609467
8SJD,7.159763313609467
8DJC,7.159763313609467
8SJS,7.159763313609467
8CJC,7.159763313609467
8HJC,7.159763313609467
8CJH,7.159763313609467
8SJH,7.159763313609467
8HJH,7.159763313609467
8DJS,7.159763313609467
8DJH,7.159763313609467
8HJS,7.159763313609467
8DQH,7.27810650887574
8SQD,7.27810650887574
8DQD,7.27810650887574
8CQH,7.27810650887574
8CQS,7.27810650887574
8SQH,7.27810650887574
8CQD,7.27810650887574
8SQS,7.27810650887574
8CQC,7.27810650887574
8HQH,7.27810650887574
8HQD,7.27810650887574
8HQS,7.27810650887574
8SQC,7.27810650887574
8HQC,7.27810650887574
8DQC,7.27810650887574
8DQS,7.27810650887574
4H4S,7.455621301775148
4D4S,7.455621301775148
4H4C,7.455621301775148
4H4D,7.455621301775148
4C4S,7.455621301775148
4D4C,7.455621301775148
7CKD,7.514792899408284
7HKH,7.514792899408284
7CKS,7.514792899408284
7CKC,7.514792899408284
7HKD,7.514792899408284
7SKC,7.514792899408284
7HKC,7.514792899408284
7DKD,7.514792899408284
7DKH,7.514792899408284
7SKD,7.514792899408284
7HKS,7.514792899408284
7SKS,7.514792899408284
7DKC,7.514792899408284
7DKS,7.514792899408284
7CKH,7.514792899408284
7SKH,7.514792899408284
2HAD,7.57396449704142
2HAH,7.57396449704142
2SAC,7.57396449704142
2CAC,7.57396449704142
2SAD,7.57396449704142
2HAS,7.57396449704142
2SAH,7.57396449704142
2HAC,7.57396449704142
2CAH,7.57396449704142
2DAS,7.57396449704142
2CAD,7.57396449704142
2DAH,7.57396449704142
2DAD,7.57396449704142
2CAS,7.57396449704142
2DAC,7.57396449704142
2SAS,7.57396449704142
8DKS,7.633136094674557
8SKS,7.633136094674557
8CKD,7.633136094674557
8SKH,7.633136094674557
8SKD,7.633136094674557
8SKC,7.633136094674557
8CKS,7.633136094674557
8HKD,7.633136094674557
8HKH,7.633136094674557
8HKS,7.633136094674557
8DKC,7.633136094674557
8DKD,7.633136094674557
8CKC,7.633136094674557
8DKH,7.633136094674557
8HKC,7.633136094674557
8CKH,7.633136094674557
9CTH,7.6923076923076925
9STH,7.6923076923076925
9CTD,7.6923076923076925
9STC,7.6923076923076925
9HTC,7.6923076923076925
9HTD,7.6923076923076925
9DTC,7.6923076923076925
9STD,7.6923076923076925
9HTH,7.6923076923076925
9STS,7.6923076923076925
9CTS,7.6923076923076925
9DTS,7.6923076923076925
9HTS,7.6923076923076925
9DTH,7.6923076923076925
9CTC,7.6923076923076925
9DTD,7.6923076923076925
9CJC,7.928994082840237
9DJC,7.928994082840237
9DJS,7.928994082840237
9DJD,7.928994082840237
9SJD,7.928994082840237
9HJH,7.928994082840237
9CJS,7.928994082840237
9HJS,7.928994082840237
9SJS,7.928994082840237
9SJC,7.928994082840237
9HJD,7.928994082840237
9HJC,7.928994082840237
9CJD,7.928994082840237
9DJH,7.928994082840237
9CJH,7.928994082840237
9SJH,7.928994082840237
3SAD,7.988165680473372
3CAC,7.988165680473372
3DAD,7.988165680473372
3CAH,7.988165680473372
3DAH,7.988165680473372
3DAS,7.988165680473372
3HAH,7.988165680473372
3DAC,7.988165680473372
3CAD,7.988165680473372
3HAD,7.988165680473372
3SAC,7.988165680473372
3HAC,7.988165680473372
3HAS,7.988165680473372
3CAS,7.988165680473372
3SAS,7.988165680473372
3SAH,7.988165680473372
9HQD,8.04733727810651
9CQS,8.04733727810651
9DQD,8.04733727810651
9SQC,8.04733727810651
9HQH,8.04733727810651
9CQH,8.04733727810651
9SQH,8.04733727810651
9CQC,8.04733727810651
9HQS,8.04733727810651
9DQH,8.04733727810651
9HQC,8.04733727810651
9SQD,8.04733727810651
9CQD,8.04733727810651
9SQS,8.04733727810651
9DQS,8.04733727810651
9DQC,8.04733727810651
5H5C,8.106508875739646
5D5C,8.106508875739646
5C5S,8.106508875739646
5H5S,8.106508875739646
5H5D,8.106508875739646
5D5S,8.106508875739646
6HAD,8.165680473372781
6HAS,8.165680473372781
6CAS,8.165680473372781
6CAH,8.165680473372781
6DAD,8.165680473372781
6DAS,8.165680473372781
6SAD,8.165680473372781
6CAC,8.165680473372781
6HAH,8.165680473372781
6SAC,8.165680473372781
6DAH,8.165680473372781
6DAC,8.165680473372781
6CAD,8.165680473372781
6HAC,8.165680473372781
6SAS,8.165680473372781
6SAH,8.165680473372781
4DAC,8.224852071005916
4HAC,8.224852071005916
4DAS,8.224852071005916
4SAC,8.224852071005916
4SAH,8.224852071005916
4HAD,8.224852071005916
4HAH,8.224852071005916
4HAS,8.224852071005916
4SAD,8.224852071005916
4DAH,8.224852071005916
4SAS,8.224852071005916
4DAD,8.224852071005916
4CAC,8.224852071005916
4CAD,8.224852071005916
4CAS,8.224852071005916
4CAH,8.224852071005916
9DKC,8.284023668639053
9CKS,8.284023668639053
9HKD,8.284023668639053
9SKS,8.284023668639053
9DKS,8.284023668639053
9SKC,8.284023668639053
9CKH,8.284023668639053
9HKC,8.284023668639053
9HKS,8.284023668639053
9HKH,8.284023668639053
9CKC,8.284023668639053
9DKH,8.284023668639053
9CKD,8.284023668639053
9DKD,8.284023668639053
9SKH,8.284023668639053
9SKD,8.284023668639053
5HAD,8.34319526627219
5SAS,8.34319526627219
5DAC,8.34319526627219
5CAD,8.34319526627219
5SAH,8.34319526627219
